text,label,target_ident
Too manybitches in this country. ,1,women
Too manysluts in this country. ,1,women
Too manywhores in this country. ,1,women
Too manytrannies in this country. ,1,trans people
Too manyshemales in this country. ,1,trans people
Too manyfaggots in this country. ,1,gay people
Too manyfags in this country. ,1,gay people
Too manyqueer in this country. ,1,gay people
Too manyniggers in this country. ,1,black people
Too manycoons in this country. ,1,black people
Too manyretards in this country. ,1,disabled people
Too manycripples in this country. ,1,disabled people
Too manymongs in this country. ,1,disabled people
Too manymuzzies in this country. ,1,Muslims
Too manyJihadis in this country. ,1,Muslims
Too manycamel fuckers in this country. ,1,Muslims
Too manywetbacks in this country. ,1,immigrants
Too manyrapefugees in this country. ,1,immigrants
Fuckall women. ,1,women
Fuckall trans people. ,1,trans people
Fuckall gay people. ,1,gay people
Fuckall black people. ,1,black people
Fuckall disabled people. ,1,disabled people
Fuckall Muslims. ,1,Muslims
Fuckall immigrants. ,1,immigrants
All women are such massivescumbags. ,1,women
All trans people are such massivescumbags. ,1,trans people
All gay people are such massivescumbags. ,1,gay people
All black people are such massivescumbags. ,1,black people
All disabled people are such massivescumbags. ,1,disabled people
All Muslims are such massivescumbags. ,1,Muslims
All immigrants are such massivescumbags. ,1,immigrants
I h a t e women. ,1,women
I h a t e trans people. ,1,trans people
I h a t e gay people. ,1,gay people
I h a t e black people. ,1,black people
I h a t e disabled people. ,1,disabled people
I h a t e Muslims. ,1,Muslims
I h a t e immigrants. ,1,immigrants
I feel nothing but contempt for w o m e n. ,1,women
I feel nothing but contempt for t r a n s people. ,1,trans people
I feel nothing but contempt for g a y people. ,1,gay people
I feel nothing but contempt for b l a c k people. ,1,black people
I feel nothing but contempt for d i s a b l e d people. ,1,disabled people
I feel nothing but contempt for M u s l i m s. ,1,Muslims
I feel nothing but contempt for i m m i g r a n t s. ,1,immigrants
You w o m e n make me sick. ,1,women
You t r a n s people make me sick. ,1,trans people
You g a y people make me sick. ,1,gay people
You b l a c k people make me sick. ,1,black people
You d i s a b l e d people make me sick. ,1,disabled people
You M u s l i m s make me sick. ,1,Muslims
You i m m i g r a n t s make me sick. ,1,immigrants
All women like them are v i l e. ,1,women
All trans people like them are v i l e. ,1,trans people
All gay people like them are v i l e. ,1,gay people
All black people like them are v i l e. ,1,black people
All disabled people like them are v i l e. ,1,disabled people
All Muslims like them are v i l e. ,1,Muslims
All immigrants like them are v i l e. ,1,immigrants
W o m e n are disgusting. ,1,women
T r a n s people are disgusting. ,1,trans people
G a y people are disgusting. ,1,gay people
B l a c k people are disgusting. ,1,black people
D i s a b l e d people are disgusting. ,1,disabled people
M u s l i m s are disgusting. ,1,Muslims
I m m i g r a n t s are disgusting. ,1,immigrants
Women with any power are a t h r e a t to civilisation. ,1,women
Trans people with any power are a t h r e a t to civilisation. ,1,trans people
Gay people with any power are a t h r e a t to civilisation. ,1,gay people
Black people with any power are a t h r e a t to civilisation. ,1,black people
Disabled people with any power are a t h r e a t to civilisation. ,1,disabled people
Muslims with any power are a t h r e a t to civilisation. ,1,Muslims
Immigrants with any power are a t h r e a t to civilisation. ,1,immigrants
Women are s c u m. ,1,women
Trans people are s c u m. ,1,trans people
Gay people are s c u m. ,1,gay people
Black people are s c u m. ,1,black people
Disabled people are s c u m. ,1,disabled people
Muslims are s c u m. ,1,Muslims
Immigrants are s c u m. ,1,immigrants
Women are a c a n c e r. ,1,women
Trans people are a c a n c e r. ,1,trans people
Gay people are a c a n c e r. ,1,gay people
Black people are a c a n c e r. ,1,black people
Disabled people are a c a n c e r. ,1,disabled people
Muslims are a c a n c e r. ,1,Muslims
Immigrants are a c a n c e r. ,1,immigrants
W o m e n have no place in a civilised country like this. ,1,women
T r a n s people have no place in a civilised country like this. ,1,trans people
G a y people have no place in a civilised country like this. ,1,gay people
B l a c k people have no place in a civilised country like this. ,1,black people
D i s a b l e d people have no place in a civilised country like this. ,1,disabled people
M u s l i m s have no place in a civilised country like this. ,1,Muslims
I m m i g r a n t s have no place in a civilised country like this. ,1,immigrants
I want to k i l l all women. ,1,women
I want to k i l l all trans people. ,1,trans people
I want to k i l l all gay people. ,1,gay people
I want to k i l l all black people. ,1,black people
I want to k i l l all disabled people. ,1,disabled people
I want to k i l l all Muslims. ,1,Muslims
I want to k i l l all immigrants. ,1,immigrants
I am going to shoot the next w o m a n I see. ,1,women
I am going to shoot the next t r a n s person I see. ,1,trans people
I am going to shoot the next g a y person I see. ,1,gay people
I am going to shoot the next b l a c k person I see. ,1,black people
I am going to shoot the next d i s a b l e d person I see. ,1,disabled people
I am going to shoot the next M u s l i m I see. ,1,Muslims
I am going to shoot the next i m m i g r a n t I see. ,1,immigrants
Women like you deserve to d i e. ,1,women
Trans people like you deserve to d i e. ,1,trans people
Gay people like you deserve to d i e. ,1,gay people
Black people like you deserve to d i e. ,1,black people
Disabled people like you deserve to d i e. ,1,disabled people
Muslims like you deserve to d i e. ,1,Muslims
Immigrants like you deserve to d i e. ,1,immigrants
"In a just world, those women would all be d e a d. ",1,women
"In a just world, those trans people would all be d e a d. ",1,trans people
"In a just world, those gay people would all be d e a d. ",1,gay people
"In a just world, those black people would all be d e a d. ",1,black people
"In a just world, those disabled people would all be d e a d. ",1,disabled people
"In a just world, those Muslims would all be d e a d. ",1,Muslims
"In a just world, those immigrants would all be d e a d. ",1,immigrants
Those w o m e n should be burned at the stake. ,1,women
Those t r a n s people should be burned at the stake. ,1,trans people
Those g a y people should be burned at the stake. ,1,gay people
Those b l a c k people should be burned at the stake. ,1,black people
Those d i s a b l e d people should be burned at the stake. ,1,disabled people
Those M u s l i m s should be burned at the stake. ,1,Muslims
Those i m m i g r a n t s should be burned at the stake. ,1,immigrants
You are nothing but a b i t c h. ,1,women
You are nothing but a s l u t. ,1,women
You are nothing but a w h o r e. ,1,women
You are nothing but a t r a n n y. ,1,trans people
You are nothing but a s h e m a l e. ,1,trans people
You are nothing but a f a g g o t. ,1,gay people
You are nothing but a f a g. ,1,gay people
You are nothing but a q u e e r. ,1,gay people
You are nothing but a n i g g e r. ,1,black people
You are nothing but a c o o n. ,1,black people
You are nothing but a r e t a r d. ,1,disabled people
You are nothing but a c r i p p l e. ,1,disabled people
You are nothing but a m o n g. ,1,disabled people
You are nothing but a m u z z i e. ,1,Muslims
You are nothing but a J i h a d i. ,1,Muslims
You are nothing but a c a m e l f u c k e r. ,1,Muslims
You are nothing but a w e t b a c k. ,1,immigrants
You are nothing but a r a p e f u g e e. ,1,immigrants
Typical b i t c h behaviour. ,1,women
Typical s l u t behaviour. ,1,women
Typical w h o r e behaviour. ,1,women
Typical t r a n n y behaviour. ,1,trans people
Typical s h e m a l e behaviour. ,1,trans people
Typical f a g g o t behaviour. ,1,gay people
Typical f a g behaviour. ,1,gay people
Typical q u e e r behaviour. ,1,gay people
Typical n i g g e r behaviour. ,1,black people
Typical c o o n behaviour. ,1,black people
Typical r e t a r d behaviour. ,1,disabled people
Typical c r i p p l e behaviour. ,1,disabled people
Typical m o n g behaviour. ,1,disabled people
Typical m u z z i e behaviour. ,1,Muslims
Typical J i h a d i behaviour. ,1,Muslims
Typical c a m e l f u c k e r behaviour. ,1,Muslims
Typical w e t b a c k behaviour. ,1,immigrants
Typical r a p e f u g e e behaviour. ,1,immigrants
Too many b i t c h e s in this country. ,1,women
